MedInc,HouseAge,AveRooms,AveOccup,Latitude,Longitude,Price
5.930831723286756,32,1.4132805048213672,3.015161672712744,35.157037984904164,-117.6194789104427,448825.81180195214
14.285357442943784,36,4.048700448193049,1.20963758482254,41.17498096482055,-121.21856391021467,1000000.0
11.113912156265373,50,4.705880952037396,4.3674993040923455,40.26618670510443,-115.85864120987735,868697.2992079164
9.180548020857032,37,1.872029450477513,5.844742458766607,37.79347372851221,-117.75725549434063,658554.4824767209
2.7622702864153297,48,3.123107800284595,4.276306311503796,41.12243470974201,-115.37651250550843,186813.51785493223
2.7619205448749384,14,1.4647761750048098,2.121862155587779,40.864086931479775,-122.40048421061705,225733.98968925615
1.3422123764388922,27,9.966178887553186,2.7761651603327007,41.27694399751835,-120.19336733069001,79992.59063693279
13.05955411373656,19,7.629014826728601,5.883252778292339,34.21773857655533,-122.8698381594274,1000000.0
9.216167670276528,31,1.787051408524783,2.12026206016175,39.17503037763895,-121.84472689095608,775951.473751117
10.76705237804266,46,1.182244418110829,3.8076453652722133,38.09224499923502,-120.0545249551513,831517.5989947236
0.7984751672891355,9,7.473590201370522,3.002269043408724,39.33830637834607,-115.05418092340626,59123.290258297784
14.563692856348919,38,4.9527294911440025,4.841576489641108,34.63379363918287,-118.42959330928096,1000000.0
12.570418291606115,17,8.081170381581185,5.336946359899436,38.94809071438298,-120.69621669285742,1000000.0
3.5789171048350044,19,9.311284340365454,2.704186371751484,36.098285152543866,-116.53100837120408,288748.01774414344
3.136462024502959,44,6.393703501147352,4.3019818184969125,40.340917963063006,-123.80317293805699,290978.58821474726
3.1593653928747902,4,2.6839758062552774,3.7452384875886366,39.95365725161773,-120.29907788757332,216762.3692400945
4.911512522913297,48,8.039746324418072,2.392222450277167,34.11357610858917,-117.99168303406621,480571.8851039979
8.10896825866745,11,9.60230568856937,2.3597040140650085,33.83855276403303,-118.16762696137798,690249.0557047302
6.763202770310679,22,6.2220815835396035,3.6931582376615197,39.17731721284866,-117.92442117557506,623955.5820478725
4.722822532871608,4,7.1379770255266015,1.770014367661499,37.504748947281605,-121.88499235185535,387796.45307044307
9.371866973474502,17,4.037272255330057,5.054049482412357,37.57205910682049,-120.62920847006521,719458.8821585237
2.5226609794546064,8,4.4337492519428015,1.3450241960020102,39.525153234593546,-114.68434547885373,190417.5258438437
4.736097403760663,46,7.611890480677575,1.4728724310415817,40.5497079302179,-114.26024468713302,389369.4356642216
5.81224672775853,34,9.349939885661373,2.7111315446363378,34.389639006087165,-120.87961648668106,474803.43773279496
7.113014771147021,11,6.66089548501917,1.5904587909856667,37.5553954679055,-117.55496296591245,548585.1784587128
11.885051440198698,31,8.108631176368128,3.3785001062774622,40.28954709492077,-121.58703220863094,950103.4149779609
3.395269841296216,11,2.544715156738357,2.9983794522093516,40.727941711950024,-120.31471333026286,284351.79538838955
7.956399356997368,38,2.907631812321762,4.609048979428585,34.874093883385164,-116.07665303184037,595790.0370533317
9.090011248499616,21,5.78831218150051,5.765020776048602,33.041538565975124,-118.98821269993584,708785.4676846854
1.173530984439967,46,2.588987730185565,4.76779292369563,34.3282325387778,-115.50410040158461,160764.81945243105
9.309400352570856,30,6.714955631988312,1.8972433144030219,41.45499514014527,-117.71259754340943,804769.5378309463
2.972599793465727,10,3.6248786685522907,5.677606427322015,36.62479712435214,-117.71078814853851,198113.55906045358
1.443248098286553,26,8.123793568002029,2.9606671627653363,36.185737905560245,-123.66119971852174,210149.1448747688
14.258840290173332,27,8.27299311952909,3.3709468046345643,32.130843487342105,-116.5032964075809,1000000.0
14.50166447958111,8,5.174087101798178,3.1078811868531777,32.51014682921351,-114.22133472049504,1000000.0
12.221761547688686,39,2.6272957153387173,2.4027351164385946,38.68695929474724,-119.26971439746615,1000000.0
4.916899653013875,8,6.820974649737393,5.475221438987419,37.89827068724996,-122.41419985040828,353493.5793249149
1.9162456530925662,8,9.935083164372278,2.6611943294830804,37.755282984954036,-114.23022328619462,96909.88723327032
10.421378884426275,34,6.60331808148271,3.892982348397732,33.10322876024472,-121.09874125182134,858238.3908608387
6.8822111592242186,16,1.3219722164260705,2.200167921871651,35.520611695653535,-119.9080204426283,547005.7854628222
2.269554405249293,41,1.1556457819037433,4.9868768738509015,40.12358138640148,-123.22633585898468,164219.9787591503
7.680065196613418,13,3.8832577344307557,4.870993297645933,33.74911223916637,-122.89163134307582,546638.9473490636
0.9986335561706667,23,2.7620542617436437,2.48156069223522,40.82687250982436,-121.83434329440594,145749.20379530615
13.68514583014234,12,8.317460864289774,4.407770365717268,33.21478300348903,-118.51533934909799,1000000.0
4.252309733200246,27,8.603251003324004,4.519367665474748,33.69149330123988,-118.42210798135592,374565.12266380683
10.106573123132739,22,3.3275689417942855,3.812557080523831,36.77749961153729,-117.93756177157118,866779.1180656074
5.019810603296459,32,3.930802992549034,4.00299191135835,41.452999044485374,-118.16183042992404,314700.8059538804
8.040986307078256,49,3.126222709436032,3.8722731914539787,35.295476781454234,-119.04763016916586,652228.7910179051
8.427299050477554,27,9.175442926341375,1.409322019974228,38.58217993558049,-115.97901345397891,598385.9750561458
3.180389605120142,2,5.52384401160054,4.351326723568925,37.88671255989076,-114.66100302626127,291967.6721947806
14.558977102586098,45,6.905233396738179,3.348875049193456,33.496226365005576,-121.30238666720771,1000000.0
11.739425938736161,33,4.73933878029643,3.192286402707068,34.481669013941634,-122.69806317693565,934687.6846977428
14.122734652680743,26,6.67912774154078,5.299996093909003,41.30152772643822,-119.74912706094042,1000000.0
13.474996581200909,28,4.472698390495625,1.1161335673055885,33.848296236531,-123.73577624906024,1000000.0
9.169549692760734,19,4.057105939563029,2.2565745897937757,38.95009889755113,-115.16681126288323,757357.2120952696
13.867176407835194,43,6.710320658561322,1.6070174992137316,41.64694482600304,-121.60293739753676,1000000.0
1.7831412797528328,5,6.3195587024409035,1.1767052230486288,33.19505992202278,-118.50703370251705,178019.67618059582
3.3417515050776054,33,3.6417515875115467,2.3783849883797377,35.99181990187314,-122.84905010103525,255557.96478473008
1.1557956892028018,20,2.344136052875261,5.9423813639733885,34.239321444427375,-118.46742660756716,107778.10988792864
5.217289796067333,30,4.317190244543239,2.351145866037869,34.21561517404543,-123.61006547098135,354681.5134057636
6.135820700497489,45,4.736778752277183,4.318529098978857,33.18985843999681,-116.31193304410941,548431.735234624
4.434560960721491,8,6.658159000821444,1.5914944502036072,38.495511839914656,-114.44578537356085,311152.8119889988
12.516693882702976,38,9.230758872731773,4.00923815023615,39.463435099107116,-120.93023935056405,1000000.0
5.672923237057044,17,1.3256631777963261,5.922407415691566,38.767939100230564,-121.41785389545707,397489.70508738916
4.573550390467021,44,3.192949112876604,2.4591876173023266,41.24656457619153,-119.5200502841316,343715.27596598526
8.369093205794602,1,2.743443480516043,5.240378081877914,33.45678808718054,-117.80026339749624,643717.086250603
2.5434012621340583,3,5.520649678244053,5.987856901832678,35.19845373385006,-122.11037538008192,229584.42919113947
12.131856220933575,46,4.867307263388438,3.94277044360372,35.445728097024556,-115.96692002737123,1000000.0
1.5809843333566769,26,7.561338614381696,2.547005502140177,34.32082103846905,-122.0146518664959,88296.83782079983
14.8098605807075,31,3.1817432129037746,4.367656299495781,33.42204944156967,-123.94525780016292,1000000.0
11.697549154801532,8,6.350485291747827,5.224241031343094,36.86703475926264,-118.75749416414425,987792.9755537047
3.3813773822454998,43,8.954715372399633,1.8567512148098917,40.344396280474285,-122.84850288834089,234829.85137145605
0.5800706982922348,46,9.196099659264743,3.2625788192072664,41.54539725603318,-117.01761274612936,162436.21998552934
12.324190712595096,8,9.62906144252528,2.5959385506192048,33.29340632218498,-122.32530004131495,932911.294665886
10.749431485790447,35,7.959350368719897,2.4167949848118995,40.23157228072736,-115.82619604479964,896252.3878333182
11.070603936594315,39,9.153891156330236,5.304106303700863,40.245811229652745,-119.29631867124002,808815.8153233988
11.683420026946214,28,3.110777847867468,3.1082700341091924,35.88978121552567,-118.33722095383338,883823.9253200983
1.5736474501443103,51,2.7782284991542934,2.6953817090195638,33.100296241454544,-122.13414834697288,76900.88981860963
5.697753063891953,4,1.0583927540247382,4.0175527071300685,41.90008006756898,-122.53311922469537,425933.3592865425
2.180101363114381,16,7.361599216861885,2.0970078981869062,38.555930305288186,-117.68707533479788,215816.99062411056
13.014999675196107,13,9.4372046903237,2.149467452840395,41.8219569504158,-121.44539384658314,1000000.0
9.53782283899959,20,2.6824181053750875,3.601443654357523,36.836555156846586,-120.14074431682242,820111.5448382021
5.298021360363413,51,6.73249217884191,3.0463636432309205,35.95192999936729,-119.20550846063014,464187.28409916966
1.4215960791473428,5,7.718137832995998,2.474911919611622,34.47185475970454,-121.70366394419061,64147.39130893002
5.009243664877102,37,9.348528116332508,1.269755661370511,41.83572001772019,-116.04576189440297,395390.76417979406
5.215158169387832,20,6.821742016154995,3.603871193192608,34.532572694622736,-114.60575591091094,478397.33387594076
11.079289585901929,24,9.732643594738771,5.083046028005375,32.237627562180506,-119.68106837939771,843625.1902082743
9.74458333465059,36,4.10205826911293,5.25688602643029,37.12468413588478,-114.82451615511236,808274.8551509723
13.364584767356735,34,4.149356803942669,2.177199898630401,35.770504930509155,-115.17317182657641,1000000.0
7.347116414848265,45,5.88711259012911,3.9982060197374416,34.613825034292645,-122.33952771279874,540139.2870093818
2.234116566105375,48,4.451516930043164,5.279406547314702,38.346081164811736,-122.26618054177086,163826.95911519512
10.842049414733427,34,1.0128315545877937,3.0436296413813237,35.64268614897822,-119.22594938529616,811911.5275200511
11.531383204945012,19,7.585948225782886,5.660684086537643,36.022508883168726,-118.74142820768046,984652.1585886941
8.638519364757695,17,7.76545337330635,5.514892645647764,32.230456038940446,-120.58870274347609,549798.5146863821
11.679024109341134,5,7.722771442180934,2.040669487094047,37.890709285530576,-120.87079020161383,960333.4429580786
7.660036147283666,25,4.1051859994942,2.294824164501019,33.22071029847043,-119.68632710198455,638576.4533333017
8.079626026038913,18,5.700605259800548,1.9022099932298444,34.13804858895422,-117.095207186008,623516.8888180683
6.69934476619897,50,4.239761663590025,1.9802717572735116,39.171178206126385,-123.15606366988119,435887.70592179586
0.8685773377893802,8,1.1443276002758118,5.53931043586749,35.13242726183911,-116.8941799648766,92235.95548981288
2.0644256914029144,27,6.062040471442769,5.6556895459631145,33.63210197438381,-114.73759738367865,142799.25599346397
0.9557231924576466,15,2.1138459947560992,1.2594862059256546,37.77424147062481,-116.3649329115897,50000.0
9.727950963324815,45,1.7203719168229654,3.968016778361024,34.14904494937941,-122.08323143653841,837784.0848891666
5.058161725606737,13,7.799491618271085,3.821157814287858,34.70978213958705,-123.12518811222859,478034.0682673556
7.87427502188819,16,1.0855558217629506,2.9527382336222994,38.21339309977874,-119.09619591010461,604500.2179064812
13.659713871928348,22,9.631075992478536,4.158487964115535,39.39861781363915,-114.43593910821014,1000000.0
4.114737322658687,20,5.637298277013192,5.7368391275542505,39.39659685195577,-115.8094071261118,191466.02666500706
6.450552384016631,13,9.847147876355336,1.8512744136107309,36.8224341187083,-118.37266360987007,436076.2455612309
11.455491508874205,20,1.5219781522543758,1.6020545485822781,36.542969110094354,-122.57018576582408,877217.7168848972
3.8175733996285257,2,6.251765939793219,1.1669528541448784,39.876451842312576,-116.86163217888405,359176.5460780041
1.6162086925174983,35,4.143943323783201,2.819166539200717,33.93034725112517,-115.87001761392435,151891.32397068862
4.701396067249636,47,8.591342435328572,2.6881423853893303,33.522024475284596,-114.64930863574156,429014.3244800526
2.8377086651830643,19,4.251004617108577,3.1540984407932195,38.6469506602951,-117.87883765840084,261731.12448962784
13.98061595896731,45,3.344388211516142,3.5165501544047446,36.095069343892554,-118.85534185354591,1000000.0
12.217745503684046,37,8.71797814389922,4.789119970152273,39.099984605701806,-117.80817956432321,982174.2740507724
9.684354469401141,6,4.371877824879348,2.960566952287592,34.56600223463236,-114.56747495341455,801645.0028168691
13.136178557721907,14,1.1514998787450532,2.6530655468061677,35.24871881066767,-117.71872913826716,1000000.0
12.15324511503716,4,4.512601907554004,5.134394101298135,40.966776491853906,-121.42408150606292,988117.107184999
3.2052658538475196,22,6.890700421098477,5.248983353268282,36.21656526821588,-117.63848592057654,274511.8202570162
13.442105478104677,51,3.2892358492574365,2.163829821466766,37.909534697203846,-115.20255427198445,1000000.0
8.320462507776934,39,4.8878883318264155,2.573359113556542,33.06682194118309,-118.32997971403984,637279.5056241865
12.207882249878907,36,1.5104362445400297,5.1255818545504415,33.788291721927585,-118.97301171990293,1000000.0
13.493323848890652,34,6.292835123625615,1.3970412214888241,32.358877288226445,-116.66630750497485,1000000.0
5.1110503870920265,27,7.806654314743544,2.6292339019536897,36.24370811761666,-117.39011304855188,345704.4316445557
